"Tabela 3261 - Domicílios particulares permanentes, por classes de rendimento nominal mensal domiciliar per capita"
"Variável - Domicílios particulares permanentes (Unidades)"
"Bairro e Município";"Ano x Classes de rendimento nominal mensal domiciliar per capita"
"Mário Fonseca - Maués (AM)";"533"
"Centro - Maués (AM)";"804"
"Ramalho Júnior - Maués (AM)";"846"
"Maresia - Maués (AM)";"334"
"Santa Luzia - Maués (AM)";"1448"
"Santa Tereza - Maués (AM)";"115"
"Do eden - Maués (AM)";"257"
"Donga Michiles - Maués (AM)";"660"
"Novo Bairro - Maués (AM)";"43"
"Vale do Sol - Nova Olinda do Norte (AM)";"328"
"Santa Maria - Nova Olinda do Norte (AM)";"371"
"Chicolândia - Nova Olinda do Norte (AM)";"444"
"Santa Luzia - Nova Olinda do Norte (AM)";"553"
"Nossa Senhora de Fátima - Nova Olinda do Norte (AM)";"373"
"Aerolândia - Nova Olinda do Norte (AM)";"409"
"Centro - Nova Olinda do Norte (AM)";"357"
"Centro - Novo Aripuanã (AM)";"506"
"Dos Trabalhadores - Novo Aripuanã (AM)";"212"
"Tv - Novo Aripuanã (AM)";"257"
"Japiim - Novo Aripuanã (AM)";"585"
"Nossa Senhora da Conceição - Novo Aripuanã (AM)";"1112"
"Centro - Parintins (AM)";"1205"
"Francesa - Parintins (AM)";"627"
"Santa Clara - Parintins (AM)";"369"
"Raimundo Muniz - Parintins (AM)";"229"
"Santa Rita - Parintins (AM)";"414"
"Palmares - Parintins (AM)";"1310"
"Nossa Senhora de Nazaré - Parintins (AM)";"676"
"São Vicente de Paula - Parintins (AM)";"336"
"Emílio Moreira - Parintins (AM)";"235"
"Vitória Régia - Parintins (AM)";"346"
"São Benedito - Parintins (AM)";"883"
"São José - Parintins (AM)";"604"
"João Novo - Parintins (AM)";"250"
"Dejard Vieira - Parintins (AM)";"415"
"Distrito Industrial - Parintins (AM)";"X"
"Itaúna I - Parintins (AM)";"1079"
"Jacareacanga - Parintins (AM)";"54"
"Paulo Corrêa - Parintins (AM)";"2795"
"Itaúna II - Parintins (AM)";"1522"
"Castanheira - Parintins (AM)";"96"
"Centro - Presidente Figueiredo (AM)";"444"
"Honório Roldão - Presidente Figueiredo (AM)";"302"
"Tancredo Neves - Presidente Figueiredo (AM)";"351"
"Urubuí - Presidente Figueiredo (AM)";"48"
"José Dutra - Presidente Figueiredo (AM)";"230"
"Morada do Sol - Presidente Figueiredo (AM)";"325"
"Sol Nascente - Presidente Figueiredo (AM)";"320"
"Aida Mendonça - Presidente Figueiredo (AM)";"372"
"Orquídeas - Presidente Figueiredo (AM)";"171"
"Galo da Serra - Presidente Figueiredo (AM)";"375"
"Maruaga - Presidente Figueiredo (AM)";"11"
"Waimiri - Presidente Figueiredo (AM)";"216"
"Atroari - Presidente Figueiredo (AM)";"204"
"Centro - Santo Antônio do Içá (AM)";"236"
"Franco - Santo Antônio do Içá (AM)";"39"
"Independência - Santo Antônio do Içá (AM)";"195"
"Presidente Vargas - Santo Antônio do Içá (AM)";"120"
"Pataquira - Santo Antônio do Içá (AM)";"36"
"Taboca - Santo Antônio do Içá (AM)";"172"
"São Francisco - Santo Antônio do Içá (AM)";"179"
"Alvaro Maia - Santo Antônio do Içá (AM)";"232"
"Planalto - Santo Antônio do Içá (AM)";"125"
"Santa Etelvina - Santo Antônio do Içá (AM)";"381"
"Campina - Santo Antônio do Içá (AM)";"351"
"Tarauacá - Santo Antônio do Içá (AM)";"111"
"Centro - São Paulo de Olivença (AM)";"120"
"Santa Terezinha - São Paulo de Olivença (AM)";"562"
"Benjamin Constant - São Paulo de Olivença (AM)";"58"
"de Campinas - São Paulo de Olivença (AM)";"428"
"Nosso Senhor do Bonfin - São Paulo de Olivença (AM)";"306"
"São João - São Paulo de Olivença (AM)";"225"
"Colônia São Sebastião - São Paulo de Olivença (AM)";"241"
"José Carlos Mestrinho - São Paulo de Olivença (AM)";"253"
"União - São Paulo de Olivença (AM)";"42"
"Centro - Silves (AM)";"155"
"Macajatuba - Silves (AM)";"370"
"Castanheira - Silves (AM)";"28"
"Panorama - Silves (AM)";"128"
"Governador Plinio Coelho - Silves (AM)";"123"
"Vila Costa - Silves (AM)";"73"
"Centro - Urucurituba (AM)";"293"
"Aparecida - Urucurituba (AM)";"391"
"Livramento - Urucurituba (AM)";"228"
"Pedreiras - Urucurituba (AM)";"92"
"Liberdade - Urucurituba (AM)";"254"
"São Lázaro - Urucurituba (AM)";"467"
"Tabocal - Urucurituba (AM)";"19"
"Centro - Boa Vista (RR)";"1632"
"Calunga - Boa Vista (RR)";"558"
"São Vicente - Boa Vista (RR)";"1734"
"Mecejana - Boa Vista (RR)";"1862"
"São Francisco - Boa Vista (RR)";"1190"
"Trinta e um de Março - Boa Vista (RR)";"506"
"Aparecida - Boa Vista (RR)";"1545"
"Canarinho - Boa Vista (RR)";"187"
"São Pedro - Boa Vista (RR)";"289"
"Treze de Setembro - Boa Vista (RR)";"1253"
"Pricumã - Boa Vista (RR)";"1986"
"Liberdade - Boa Vista (RR)";"1866"
"Jardim Floresta - Boa Vista (RR)";"1392"
"Aeroporto - Boa Vista (RR)";"930"
"Dos Estados - Boa Vista (RR)";"1241"
"Paraviana - Boa Vista (RR)";"1609"
"Caçari - Boa Vista (RR)";"952"
"Buritis - Boa Vista (RR)";"2548"
"Asa Branca - Boa Vista (RR)";"1381"
"Cambará - Boa Vista (RR)";"2585"
"Tancredo Neves - Boa Vista (RR)";"1835"
"Caimbé - Boa Vista (RR)";"2068"
"Caranã - Boa Vista (RR)";"2654"
"Centenário - Boa Vista (RR)";"1490"
"Governador Aquilino Mota Duarte - Boa Vista (RR)";"122"
"Operário - Boa Vista (RR)";"626"
"Jardim Tropical - Boa Vista (RR)";"566"
"Nova Canaã - Boa Vista (RR)";"1585"
"Jardim Equatorial - Boa Vista (RR)";"1419"
"Cauamé - Boa Vista (RR)";"1945"
"Alvorada - Boa Vista (RR)";"2034"
"Professora Araceli Souto Maior - Boa Vista (RR)";"1029"
"Bela Vista - Boa Vista (RR)";"827"
"Cinturão Verde - Boa Vista (RR)";"1654"
"Dr. Silvio Leite - Boa Vista (RR)";"2312"
"Jardim Primavera - Boa Vista (RR)";"1554"
"Jóquei Clube - Boa Vista (RR)";"1716"
"Nova Cidade - Boa Vista (RR)";"1450"
"Pintolândia - Boa Vista (RR)";"2786"
"Dr. Silvio Botelho - Boa Vista (RR)";"1804"
"Santa Luzia - Boa Vista (RR)";"2258"
"Senador Hélio Campos - Boa Vista (RR)";"2504"
"Piscicultura - Boa Vista (RR)";"363"
"Raiar do Sol - Boa Vista (RR)";"1515"
"Santa Tereza - Boa Vista (RR)";"2127"
"União - Boa Vista (RR)";"958"
"Jardim Caranã - Boa Vista (RR)";"890"
"Cidade Satélite - Boa Vista (RR)";"1624"
"Olímpico - Boa Vista (RR)";"235"
"Doutor Airton Rocha - Boa Vista (RR)";"20"
"Laura Moreira - Boa Vista (RR)";"1237"
"Murilo Teixeira Cidade - Boa Vista (RR)";"29"
"5 de Outubro - Boa Vista (RR)";"490"
"São Bento - Boa Vista (RR)";"1659"
"Centro - Abaetetuba (PA)";"2363"
"São José - Abaetetuba (PA)";"1063"
"São Lourenço - Abaetetuba (PA)";"2629"
"Aviação - Abaetetuba (PA)";"1473"
"Santa Rosa - Abaetetuba (PA)";"936"
"Algodoal - Abaetetuba (PA)";"2740"
"São João - Abaetetuba (PA)";"1008"
"Francilândia - Abaetetuba (PA)";"2239"
"Cristo Redentor - Abaetetuba (PA)";"1088"
"São Sebastião - Abaetetuba (PA)";"1147"
"São Domingos da Angélica - Abaetetuba (PA)";"966"
"Mutirão - Abaetetuba (PA)";"506"
"Castanhal - Abaetetuba (PA)";"143"
"Santa Clara - Abaetetuba (PA)";"243"
"Capim Marinho - Afuá (PA)";"897"
"Centro - Altamira (PA)";"2770"
"Esplanada do Xingu - Altamira (PA)";"1291"
"Jardim Uirapuru - Altamira (PA)";"730"
"Jardim Independente II - Altamira (PA)";"860"
"Brasília - Altamira (PA)";"1969"
"Liberdade - Altamira (PA)";"570"
"Boa Esperança - Altamira (PA)";"2724"
"Colinas - Altamira (PA)";"803"
"Sudam I - Altamira (PA)";"417"
"Premem - Altamira (PA)";"641"
"Sudam II - Altamira (PA)";"829"
"Jardim Independente I - Altamira (PA)";"2128"
"Ibiza - Altamira (PA)";"376"
"Bela Vista - Altamira (PA)";"952"
"Multirão - Altamira (PA)";"1589"
"Jardim Altamira - Altamira (PA)";"778"
"Aparecida - Altamira (PA)";"681"
"Alberto Soares - Altamira (PA)";"7"
"Nova Altamira - Altamira (PA)";"502"
"Batista Campos - Belém (PA)";"5787"
"Canudos - Belém (PA)";"3615"
"Cidade Velha - Belém (PA)";"3082"
"Condor - Belém (PA)";"10406"
"Cremação - Belém (PA)";"8312"
"Guamá - Belém (PA)";"23395"
"Jurunas - Belém (PA)";"15872"
"Marambaia - Belém (PA)";"17551"
"Marco - Belém (PA)";"18160"
"Fátima - Belém (PA)";"3005"
"Nazaré - Belém (PA)";"6403"
"Pedreira - Belém (PA)";"19003"
"Reduto - Belém (PA)";"1937"
"Sacramenta - Belém (PA)";"11504"
"São Bras - Belém (PA)";"5846"
"Souza - Belém (PA)";"3842"
"Telégrafo - Belém (PA)";"10578"
"Montese (Terra Firme) - Belém (PA)";"15464"
"Campina - Belém (PA)";"2069"
"Umarizal - Belém (PA)";"8575"
"Barreiro - Belém (PA)";"6301"
"Maracangalha - Belém (PA)";"7705"
"Miramar - Belém (PA)";"139"
"Curió-Utinga - Belém (PA)";"4411"
"Val-de-Cães - Belém (PA)";"1908"
"Mangueirão - Belém (PA)";"10084"
"Universitário - Belém (PA)";"689"
"Castanheira - Belém (PA)";"6708"
"Guanabara - Belém (PA)";"430"
"Águas Lindas - Belém (PA)";"4715"
"Aurá - Belém (PA)";"516"
"Bengui - Belém (PA)";"7592"
"Cabanagem - Belém (PA)";"7146"
"Coqueiro - Belém (PA)";"14153"
"Parque Verde - Belém (PA)";"10767"
"Pratinha - Belém (PA)";"5734"
"São Clemente - Belém (PA)";"2123"
"Tapanã - Belém (PA)";"17515"
"Una - Belém (PA)";"1835"
"Águas Negras - Belém (PA)";"1841"
"Agulha - Belém (PA)";"5164"
"Campina de Icoaraci - Belém (PA)";"7054"
"Cruzeiro - Belém (PA)";"3107"
"Maracacuera - Belém (PA)";"3571"
"Paracuri - Belém (PA)";"2551"
"Parque Guajará - Belém (PA)";"9373"
"Ponta Grossa - Belém (PA)";"3691"
"Tenoné - Belém (PA)";"8262"
"São João do Outeiro - Belém (PA)";"3374"
"Itaiteua - Belém (PA)";"526"
"Brasília - Belém (PA)";"1607"
"Água Boa - Belém (PA)";"2379"
"Aeroporto - Belém (PA)";"321"
"Arirambá - Belém (PA)";"519"
"Carananduba - Belém (PA)";"1362"
"Caruara - Belém (PA)";"203"
"Farol - Belém (PA)";"236"
"Mangueiras - Belém (PA)";"787"
"Maracajá - Belém (PA)";"844"
"Natal do Murubira - Belém (PA)";"290"
"Porto Arthur - Belém (PA)";"74"
"São Francisco - Belém (PA)";"630"
"Sucurijuquara - Belém (PA)";"257"
"Vila - Belém (PA)";"841"
"Praia Grande - Belém (PA)";"197"
"Chapéu Virado - Belém (PA)";"322"
"Murubira - Belém (PA)";"437"
"Bonfim - Belém (PA)";"210"
"Marahú - Belém (PA)";"42"
"Paraíso - Belém (PA)";"95"
"Baía do Sol - Belém (PA)";"589"
"Centro - Bragança (PA)";"522"
"Riozinho - Bragança (PA)";"2144"
"Alegre - Bragança (PA)";"1298"
"Cereja - Bragança (PA)";"568"
"Padre Luis - Bragança (PA)";"1475"
"Aldeia - Bragança (PA)";"1313"
"Morro - Bragança (PA)";"590"
"Samaumapara - Bragança (PA)";"1331"
"Vila Nova - Bragança (PA)";"1093"
"Taíra - Bragança (PA)";"1182"
"Vila Sinhá - Bragança (PA)";"2209"
"Perpétuo Socorro - Bragança (PA)";"2102"
"Novo Horizonte - Breu Branco (PA)";"1783"
"Japonês - Breu Branco (PA)";"167"
"Centro - Breu Branco (PA)";"545"
"Bela Vista - Breu Branco (PA)";"511"
"Novo Paraíso - Breu Branco (PA)";"188"
"Continental - Breu Branco (PA)";"210"
"Felicidade - Breu Branco (PA)";"257"
"Liberdade - Breu Branco (PA)";"971"
"Conquista - Breu Branco (PA)";"1122"
"Emerêncio - Conceição do Araguaia (PA)";"734"
"Jardim Petrópolis - Conceição do Araguaia (PA)";"32"
"Olaria Norte - Conceição do Araguaia (PA)";"23"
"Giovamira - Conceição do Araguaia (PA)";"65"
"Morada do Sol - Conceição do Araguaia (PA)";"251"
"Vila Real - Conceição do Araguaia (PA)";"232"
"Canudinho - Conceição do Araguaia (PA)";"275"
"Universitário - Conceição do Araguaia (PA)";"469"
"Vila Amizade - Conceição do Araguaia (PA)";"663"
"Novo Araguaia - Conceição do Araguaia (PA)";"633"
"Tancredo Neves - Conceição do Araguaia (PA)";"425"
"Centro - Conceição do Araguaia (PA)";"1516"
"São Luiz I - Conceição do Araguaia (PA)";"434"
"São Luiz II - Conceição do Araguaia (PA)";"673"
"Capelinha - Conceição do Araguaia (PA)";"471"
"Dos Pescadores - Conceição do Araguaia (PA)";"289"
"Vila Nova - Conceição do Araguaia (PA)";"766"
"Cruzeiro - Conceição do Araguaia (PA)";"1089"
"Centro - Curuá (PA)";"244"
"Curuá Velho - Curuá (PA)";"43"
"Nossa Senhora do Carmo - Curuá (PA)";"163"
"Nova Floresta - Curuá (PA)";"161"
"Planalto - Curuá (PA)";"162"
"Cidade Nova - Curuá (PA)";"82"
"Santa Terezinha - Curuá (PA)";"121"
"Santa Maria Goretti - Curuá (PA)";"223"
"Ribeirinho - Curuá (PA)";"68"
"Porto de Cima - Faro (PA)";"255"
"Centro da Cidade - Faro (PA)";"189"
"Campina - Faro (PA)";"229"
"Nossa Senhora de Aparecida - Faro (PA)";"210"
"Morumbi - Faro (PA)";"180"
"Cidade Baixa - Monte Alegre (PA)";"45"
"Papagaio - Monte Alegre (PA)";"97"
"Serra Oriental - Monte Alegre (PA)";"215"
"Curaxi - Monte Alegre (PA)";"799"
"Serra Ocidental - Monte Alegre (PA)";"590"
"Turu - Monte Alegre (PA)";"216"
"Pajuçara - Monte Alegre (PA)";"564"
"Planalto - Monte Alegre (PA)";"695"
"Parque Vale do Sol - Novo Repartimento (PA)";"1372"
"Parque Morumbi - Novo Repartimento (PA)";"420"
"Parque Vila Nova - Novo Repartimento (PA)";"421"
"Parque da Ladeira - Novo Repartimento (PA)";"427"
"Parque Uirapuru - Novo Repartimento (PA)";"284"
"Parque Vila Tucuruí - Novo Repartimento (PA)";"829"
"Parque Espigão - Novo Repartimento (PA)";"569"
"Centro - Óbidos (PA)";"729"
"Lourdes - Óbidos (PA)";"497"
"Fátima - Óbidos (PA)";"441"
"Santa Terezinha - Óbidos (PA)";"1436"
"Cidade Nova - Óbidos (PA)";"1292"
"São Francisco - Óbidos (PA)";"796"
"Bela Vista - Óbidos (PA)";"243"
"Perpétuo Socorro - Óbidos (PA)";"597"
"Centro - Salvaterra (PA)";"731"
"Coqueirinho - Salvaterra (PA)";"174"
"Marabá - Salvaterra (PA)";"503"
"Paes de Carvalho - Salvaterra (PA)";"530"
"Cajú - Salvaterra (PA)";"265"
"Aldeia - Santarém (PA)";"1302"
"Fátima - Santarém (PA)";"797"
"Aparecida - Santarém (PA)";"2202"
"Santa Clara - Santarém (PA)";"1380"
"Santíssimo - Santarém (PA)";"1767"
"Prainha - Santarém (PA)";"1318"
"Aeroporto Velho - Santarém (PA)";"2292"
"Esperança - Santarém (PA)";"1368"
"Liberdade - Santarém (PA)";"1349"
"Caranazal - Santarém (PA)";"2494"
"Centro - Santarém (PA)";"487"
"Salé - Santarém (PA)";"213"
"Santana - Santarém (PA)";"2073"
"Diamantino - Santarém (PA)";"2620"
"Jardim Santarém - Santarém (PA)";"2353"
"Alvorada - Santarém (PA)";"328"
"Amparo - Santarém (PA)";"749"
"Área Verde - Santarém (PA)";"703"
"Cambuquira - Santarém (PA)";"47"
"Floresta - Santarém (PA)";"991"
"Interventoria - Santarém (PA)";"1765"
"Ipanema - Santarém (PA)";"378"
"Jaderlândia - Santarém (PA)";"646"
"Jutaí - Santarém (PA)";"662"
"Laguinho - Santarém (PA)";"579"
"Livramento - Santarém (PA)";"1385"
"Maicá - Santarém (PA)";"421"
"Mapiri - Santarém (PA)";"712"
"Maracanã - Santarém (PA)";"915"
"Maracanã I - Santarém (PA)";"595"
"Mararú - Santarém (PA)";"333"
"Matinha - Santarém (PA)";"1045"
"Nova República - Santarém (PA)";"1980"
"Nova Vitória - Santarém (PA)";"499"
"Novo Horizonte - Santarém (PA)";"337"
"Pérola do Maicá - Santarém (PA)";"266"
"Santarenzinho - Santarém (PA)";"2231"
"Santo André - Santarém (PA)";"1089"
"São Cristóvão - Santarém (PA)";"457"
"São Francisco - Santarém (PA)";"520"
"São José Operário - Santarém (PA)";"1278"
"Uruará - Santarém (PA)";"1842"
"Urumanduba - Santarém (PA)";"149"
"Urumari - Santarém (PA)";"541"
"Vigia - Santarém (PA)";"135"
"Vitória Régia - Santarém (PA)";"1255"
"Conquista - Santarém (PA)";"445"
"Elcione Barbalho - Santarém (PA)";"735"
"Central - Soure (PA)";"640"
"São Pedro - Soure (PA)";"356"
"Matinha - Soure (PA)";"602"
"Umirizal - Soure (PA)";"749"
"Pacoval - Soure (PA)";"436"
"Macacheira - Soure (PA)";"491"
"Novo - Soure (PA)";"1061"
"Tucumanaúba - Soure (PA)";"677"
"Juvenil - Terra Santa (PA)";"345"
"Centro - Terra Santa (PA)";"418"
"Aparecida - Terra Santa (PA)";"391"
"São Francisco - Terra Santa (PA)";"544"
"Santa Clara - Terra Santa (PA)";"449"
"Central - Macapá (AP)";"4831"
"Trem - Macapá (AP)";"1797"
"Beirol - Macapá (AP)";"2102"
"Laguinho - Macapá (AP)";"2063"
"Jesus de Nazaré - Macapá (AP)";"1405"
"Santa Rita - Macapá (AP)";"3059"
"Pacoval - Macapá (AP)";"2860"
"Perpétuo Socorro - Macapá (AP)";"2849"
"Santa Inês - Macapá (AP)";"1227"
"Congos - Macapá (AP)";"4307"
"Nova Esperança - Macapá (AP)";"1014"
"Buritizal - Macapá (AP)";"6366"
"Alvorada - Macapá (AP)";"617"
"São Lázaro - Macapá (AP)";"5241"
"Pedrinhas - Macapá (AP)";"1059"
"Jardim Felicidade - Macapá (AP)";"3898"
"Araxá - Macapá (AP)";"1794"
"Brasil Novo - Macapá (AP)";"3163"
"Boné Azul - Macapá (AP)";"359"
"Cabralzinho - Macapá (AP)";"365"
"Jardim Equatorial - Macapá (AP)";"469"
"Marco Zero - Macapá (AP)";"3580"
"Novo Horizonte - Macapá (AP)";"5782"
"Infraero - Macapá (AP)";"2257"
"Universidade - Macapá (AP)";"3036"
"Cidade Nova - Macapá (AP)";"3211"
"Novo Buritizal - Macapá (AP)";"5584"
"Zerão - Macapá (AP)";"3008"
"Central - Santana (AP)";"2333"
"Nova Brasília - Santana (AP)";"1463"
"Provedor - Santana (AP)";"1120"
"Dos Remédios - Santana (AP)";"2614"
"Vila Amazonas - Santana (AP)";"343"
"Daniel - Santana (AP)";"228"
"Novo Horizonte - Santana (AP)";"659"
"Hospitalidade - Santana (AP)";"1784"
"Comercial - Santana (AP)";"1855"
"Paraíso - Santana (AP)";"3986"
"Fonte Nova - Santana (AP)";"2732"
"Igarapé da Fortaleza - Santana (AP)";"852"
"Elesbão - Santana (AP)";"1015"
"Centro - Matões (MA)";"541"
"Bela Vista - Matões (MA)";"208"
"Alto da Seriema - Matões (MA)";"421"
"Lagoa - Matões (MA)";"256"
"Oiteiro da Cruz - Matões (MA)";"171"
"Taioba - Matões (MA)";"436"
"Matadouro - Matões (MA)";"440"
"Rubelândia - Matões (MA)";"329"
"Antônio Alves - Matões (MA)";"58"
"Mangueira - Matões (MA)";"264"
"Alto Alegre - Matões (MA)";"196"
"Centro - Timon (MA)";"1180"
"Mangueira - Timon (MA)";"684"
"Santo Antônio - Timon (MA)";"975"
"Formosa - Timon (MA)";"523"
"Planalto Formosa - Timon (MA)";"491"
"Parque Aliança - Timon (MA)";"572"
"Mateuzinho - Timon (MA)";"411"
"Cajueiro - Timon (MA)";"161"
"Parque Alvorada - Timon (MA)";"2892"
"Sete Estrelas - Timon (MA)";"563"
"Glória - Timon (MA)";"455"
"Planalto Boa Esperança - Timon (MA)";"88"
"Jóia - Timon (MA)";"507"
"Vila Bandeirante - Timon (MA)";"1145"
"Cidade Nova - Timon (MA)";"2883"
"Multirão - Timon (MA)";"928"
"Flores - Timon (MA)";"1766"
"Bela Vista - Timon (MA)";"526"
"Marimar - Timon (MA)";"288"
"Boa Esperança - Timon (MA)";"196"
"Mangal - Timon (MA)";"58"
"Parque São Francisco - Timon (MA)";"724"
"Boa Vista - Timon (MA)";"1254"
"Parque União - Timon (MA)";"849"
"São Francisco II - Timon (MA)";"3840"
"Parque Piauí - Timon (MA)";"5493"
"São Benedito - Timon (MA)";"2602"
"Vila Angélica - Timon (MA)";"1038"
"Pedro Patrício - Timon (MA)";"918"
"São Marcos - Timon (MA)";"993"
"Centro - Altos (PI)";"1468"
"São Luiz - Altos (PI)";"578"
"Matadouro - Altos (PI)";"474"
"Bacurizeiro - Altos (PI)";"552"
"Carrasco - Altos (PI)";"155"
"Tranqueira - Altos (PI)";"938"
"Boca de Barro - Altos (PI)";"558"
"Maravilha - Altos (PI)";"885"
"Batalhão - Altos (PI)";"192"
"Leite - Altos (PI)";"150"
"Ciana - Altos (PI)";"284"
"Boa Fé - Altos (PI)";"359"
"São Sebastião - Altos (PI)";"205"
"Santa Inês - Altos (PI)";"284"
"Santo Antônio - Altos (PI)";"175"
"Baixão do São José - Altos (PI)";"100"
"Baixão dos Paivas - Altos (PI)";"79"
"Centro - Barras (PI)";"516"
"Riachinho - Barras (PI)";"222"
"Boa Vista - Barras (PI)";"432"
"Piquizeiro - Barras (PI)";"520"
"Matadouro - Barras (PI)";"340"
"Curujal - Barras (PI)";"260"
"Xique Xique - Barras (PI)";"523"
"de Fátima - Barras (PI)";"237"
"Pedrinhas - Barras (PI)";"315"
"Santinho - Barras (PI)";"990"
"Vila França - Barras (PI)";"407"
"Galdinal - Barras (PI)";"246"
"São Cristóvão - Barras (PI)";"480"
"Floresta - Barras (PI)";"166"
"Residencial São Francisco - Barras (PI)";"95"
"Centro - Bom Jesus (PI)";"458"
"Miramar - Bom Jesus (PI)";"373"
"Rodoviária - Bom Jesus (PI)";"210"
"Morro do Frei - Bom Jesus (PI)";"332"
"São Pedro - Bom Jesus (PI)";"550"
"Penitenciária - Bom Jesus (PI)";"213"
"Aeroporto - Bom Jesus (PI)";"367"
"Hugo Piauilino - Bom Jesus (PI)";"255"
"Josué Parente - Bom Jesus (PI)";"371"
"Vicente Brandão - Bom Jesus (PI)";"246"
"Centro - Campo Maior (PI)";"1796"
"Nossa Senhora de Lourdes - Campo Maior (PI)";"387"
"São João - Campo Maior (PI)";"748"
"Recreio - Campo Maior (PI)";"263"
"Santa Rita - Campo Maior (PI)";"199"
"Flores - Campo Maior (PI)";"125"
"Evereste - Campo Maior (PI)";"151"
"Alto da Olaria - Campo Maior (PI)";"167"
"Califórnia - Campo Maior (PI)";"115"
"Cariri - Campo Maior (PI)";"596"
"Santa Izabel - Campo Maior (PI)";"X"
"Matadouro - Campo Maior (PI)";"410"
"Estação - Campo Maior (PI)";"334"
"Paulo VI - Campo Maior (PI)";"205"
"Santa Cruz - Campo Maior (PI)";"625"
"Fripisa - Campo Maior (PI)";"395"
"Parque das Estrelas - Campo Maior (PI)";"199"
"Nossa Senhora de Fátima - Campo Maior (PI)";"754"
"Mucuripe - Campo Maior (PI)";"34"
"Cidade Nova - Campo Maior (PI)";"628"
"São Luis - Campo Maior (PI)";"818"
"Centro - Cocal (PI)";"247"
"Santa Luzia - Cocal (PI)";"528"
"Dos Ulisses - Cocal (PI)";"200"
"São Francisco - Cocal (PI)";"260"
"São Pedro - Cocal (PI)";"638"
"José da Cunha Frota - Cocal (PI)";"355"
"Santa Teresinha - Cocal (PI)";"275"
"Nova Corrente - Corrente (PI)";"258"
"Centro - Elesbão Veloso (PI)";"439"
"Volta - Elesbão Veloso (PI)";"132"
"Matias - Elesbão Veloso (PI)";"181"
"Matadouro - Elesbão Veloso (PI)";"256"
"Sambaíba - Elesbão Veloso (PI)";"43"
"Santa Clara - Elesbão Veloso (PI)";"187"
"Várzea Alegre - Elesbão Veloso (PI)";"59"
"Fátima - Elesbão Veloso (PI)";"480"
"Eufrasino Moura - Elesbão Veloso (PI)";"118"
"Vermelha - Elesbão Veloso (PI)";"76"
"Piçarra - Elesbão Veloso (PI)";"303"
"Do Fio - Elesbão Veloso (PI)";"163"
"Cirino - Elesbão Veloso (PI)";"208"
"Capitão Mundoco - Elesbão Veloso (PI)";"330"
"Grota do Feijão - Elesbão Veloso (PI)";"114"
"Centro - Floriano (PI)";"1040"
"Bosque Santa Teresinha - Floriano (PI)";"250"
"Ibiapaba - Floriano (PI)";"438"
"Sambaíba Velha - Floriano (PI)";"797"
"Sambaíba Nova - Floriano (PI)";"768"
"Cancela - Floriano (PI)";"339"
"Catumbi - Floriano (PI)";"727"
"Curador - Floriano (PI)";"597"
"Pau Ferrado - Floriano (PI)";"499"
"Caixa D'Água - Floriano (PI)";"717"
"Manguinha - Floriano (PI)";"856"
"Irapuã I - Floriano (PI)";"764"
"Malária - Floriano (PI)";"534"
"Matadouro - Floriano (PI)";"173"
"Juá - Floriano (PI)";"87"
"Alto da Cruz - Floriano (PI)";"260"
"Riacho Fundo - Floriano (PI)";"277"
"Planalto Sambaíba - Floriano (PI)";"163"
"Vila Leão - Floriano (PI)";"151"
"Canoas - Floriano (PI)";"61"
"Bom Lugar - Floriano (PI)";"362"
"Tiberão - Floriano (PI)";"495"
"Curtume - Floriano (PI)";"92"
"Nossa Senhora da Guia - Floriano (PI)";"84"
"Alto da Guia - Floriano (PI)";"151"
"Santa Rita - Floriano (PI)";"X"
"Viazul - Floriano (PI)";"264"
"Tamboril - Floriano (PI)";"492"
"São Borja - Floriano (PI)";"321"
"Meladão - Floriano (PI)";"134"
"Campo Velho - Floriano (PI)";"193"
"Morro do Tiro - Floriano (PI)";"173"
"Hermes Pacheco - Floriano (PI)";"149"
"Paraíso - Floriano (PI)";"162"
"Pedro Simplício - Floriano (PI)";"306"
"Rede Nova - Floriano (PI)";"123"
"Taboca - Floriano (PI)";"83"
"Irapuã II - Floriano (PI)";"955"
"Centro - Ilha Grande (PI)";"762"
"São Vicente de Paula - Ilha Grande (PI)";"231"
"Baixão - Ilha Grande (PI)";"302"
"Cal - Ilha Grande (PI)";"307"
"Tatus - Ilha Grande (PI)";"257"
"Centro - Luís Correia (PI)";"586"
"Triângulo - Luís Correia (PI)";"123"
"Beira Mar - Luís Correia (PI)";"37"
"Cemitério - Luís Correia (PI)";"235"
"Santa Luzia - Luís Correia (PI)";"303"
"Alto Bonito - Luís Correia (PI)";"234"
"Cearazinho - Luís Correia (PI)";"226"
"Atalaia - Luís Correia (PI)";"188"
"Dunas - Luís Correia (PI)";"80"
"Alto do Murici - Luís Correia (PI)";"78"
"Coqueiro - Luís Correia (PI)";"201"
"Vista do Atlântico - Luís Correia (PI)";"53"
"Centro - Parnaíba (PI)";"325"
"Nova Parnaíba - Parnaíba (PI)";"1658"
"São José - Parnaíba (PI)";"1517"
"Mendonça Clark - Parnaíba (PI)";"677"
"Santa Isabel - Parnaíba (PI)";"1234"
"Do Carmo - Parnaíba (PI)";"635"
"Cantagalo - Parnaíba (PI)";"90"
"De Fátima - Parnaíba (PI)";"691"
"Campos - Parnaíba (PI)";"645"
"São Francisco da Guarita - Parnaíba (PI)";"1031"
